codigo_ibge,date,data,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,GWETTOP,GWETROOT,GWETPROF,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,anual_prodution
4100806,2004,20040701.5,11.370000000000001,23.54,16.93,19.905,28.71,17.020000000000003,23.025,12.63,74.81,0.37,96.16,2.1,3.6950000000000003,0.88,2.75,3.205,5.0600000000000005,1.6,3.48,4.82,7.41,2.3,4.795,0.7,0.7,0.69,19.33,23.770000000000003,34.285,101.92,122.4,13.09,0.35,1.7349999999999999,1920.0
4100806,2005,20050702.0,11.89,23.52,17.09,20.27,29.09,17.41,23.09,12.7,72.75,0.18,96.14,2.25,3.78,0.97,2.9,3.38,5.27,1.8,3.66,5.11,7.4,2.66,4.78,0.66,0.67,0.66,18.55,23.21,34.28,97.07,122.75,12.66,0.34,1.65,1860.0
4100806,2006,20060702.0,12.29,23.69,16.98,20.04,29.09,17.52,23.16,12.63,71.19,0.16,96.12,2.07,3.66,0.83,2.77,3.16,5.08,1.44,3.56,4.75,7.13,1.98,4.95,0.64,0.66,0.66,18.67,23.84,34.23,99.24,125.36,12.98,0.37,1.82,2580.0
4100806,2007,20070702.0,11.36,23.88,17.48,20.42,28.92,18.05,23.39,13.06,75.44,0.04,96.15,2.12,3.7,0.91,2.81,3.22,5.16,1.66,3.46,4.84,7.25,2.41,4.7,0.7,0.7,0.7,18.67,23.16,34.2,99.05,121.24,12.77,0.34,1.72,2880.0
4100806,2008,20080701.5,11.67,22.675,16.995,19.71,28.200000000000003,17.09,22.235,12.63,74.22,0.1,96.12,2.1550000000000002,3.69,0.91,2.77,3.2699999999999996,5.140000000000001,1.59,3.45,4.93,7.475,2.1399999999999997,4.84,0.7,0.7,0.7,18.865000000000002,23.895000000000003,34.275000000000006,101.28,126.35,13.265,0.36,1.835,2880.0
4100806,2009,20090702.0,9.7,23.12,18.84,20.69,27.77,17.75,22.8,14.28,81.06,0.44,96.08,2.05,3.6,0.86,2.79,3.13,5.09,1.48,3.64,4.67,7.32,2.09,4.77,0.84,0.83,0.81,18.42,23.43,34.27,98.35,125.09,12.89,0.35,1.79,2279.0
4100806,2010,20100702.0,10.45,22.96,16.84,19.26,28.02,16.54,22.7,12.57,79.88,0.09,96.12,2.29,3.78,0.99,2.8,3.45,5.41,1.78,3.63,5.23,7.74,2.55,4.76,0.76,0.74,0.73,18.1,22.91,34.24,96.45,120.08,12.4,0.34,1.7,3120.0
4100806,2011,20110702.0,11.38,23.17,16.96,19.7,27.97,17.27,22.76,12.63,75.56,0.07,96.12,2.06,3.62,0.82,2.76,3.14,5.04,1.42,3.52,4.84,7.51,1.92,4.98,0.71,0.7,0.7,19.02,23.78,34.21,101.67,126.05,13.19,0.37,1.8,3415.0
4100806,2012,20120701.5,11.73,24.615000000000002,16.835,20.380000000000003,29.495,17.835,23.91,12.600000000000001,70.81,0.095,96.095,2.105,3.705,0.905,2.8499999999999996,3.22,5.23,1.57,3.665,4.805,7.64,2.16,4.84,0.66,0.67,0.66,19.700000000000003,24.259999999999998,34.305,102.705,127.41499999999999,13.605,0.36,1.835,2724.0
4100806,2013,20130702.0,10.5,22.5,17.62,19.87,27.5,17.01,22.13,13.18,78.88,0.11,96.14,2.17,3.75,0.91,2.81,3.27,5.23,1.68,3.59,4.94,7.52,2.34,4.99,0.78,0.77,0.76,18.78,23.71,34.3,99.86,123.95,13.05,0.35,1.73,3260.0
4100806,2014,20140702.0,10.64,24.01,17.9,20.67,28.58,18.35,23.48,13.49,75.56,0.24,96.16,2.12,3.71,0.85,2.77,3.21,5.15,1.6,3.57,4.91,7.41,2.3,4.91,0.72,0.71,0.71,18.49,23.75,34.25,99.58,123.93,13.08,0.35,1.77,1500.0
4100806,2015,20150702.0,9.52,23.51,19.3,21.25,28.15,18.58,23.19,14.65,80.62,0.85,96.16,2.04,3.55,0.88,2.62,3.12,4.9,1.58,3.33,4.74,7.03,2.17,4.6,0.78,0.77,0.76,18.04,23.4,34.22,95.66,122.8,12.52,0.34,1.73,3103.0
4100806,2016,20160701.5,10.64,22.9,17.855,20.265,27.58,17.305,22.41,13.34,80.5,0.18,96.205,2.065,3.4450000000000003,0.88,2.52,3.16,4.845,1.58,3.315,4.805,7.115,2.25,4.665,0.8,0.77,0.76,18.805,24.08,34.295,100.11500000000001,125.385,13.225,0.37,1.82,2450.0
4100806,2017,20170702.0,9.72,23.24,18.33,20.36,28.11,17.76,22.96,13.79,80.75,0.21,96.19,2.24,3.8,0.91,2.8,3.36,5.3,1.68,3.57,5.05,7.53,2.52,4.66,0.77,0.75,0.74,18.59,24.13,34.28,100.55,126.11,13.02,0.36,1.8,3423.0
4101002,2004,20040701.5,10.385000000000002,21.015,16.29,18.314999999999998,25.985,15.625,21.03,12.18,79.78,0.47,95.74,0.19,0.34,0.09,0.24,1.16,1.6949999999999998,0.62,1.05,2.7,3.98,1.3,2.5700000000000003,0.765,0.735,0.78,18.265,23.465,33.455,94.115,120.85,12.01,0.32,1.5550000000000002,2211.0
4101002,2005,20050702.0,10.59,21.16,16.1,19.09,26.45,16.54,21.26,12.08,76.94,0.24,95.73,0.19,0.34,0.09,0.25,1.18,1.73,0.65,1.06,2.7,4.06,1.41,2.66,0.73,0.7,0.74,17.54,22.99,33.43,90.02,117.73,11.74,0.28,1.41,900.0
4101002,2006,20060702.0,12.21,21.5,15.95,18.58,27.3,16.36,21.6,11.96,71.62,0.11,95.67,0.19,0.34,0.09,0.26,1.13,1.71,0.57,1.12,2.55,4.02,1.16,2.73,0.66,0.66,0.69,18.23,23.42,33.43,93.3,123.2,12.26,0.33,1.66,1523.0
4101002,2007,20070702.0,10.5,22.05,16.73,19.41,27.08,16.91,22.01,12.51,78.0,0.23,95.72,0.19,0.35,0.09,0.26,1.19,1.75,0.66,1.09,2.71,3.98,1.41,2.54,0.73,0.7,0.73,17.0,22.26,33.38,87.41,114.65,11.53,0.3,1.48,2402.0
4101002,2008,20080701.5,11.344999999999999,20.705,15.48,18.265,26.75,15.84,20.79,11.6,74.91,0.29,95.67500000000001,0.19,0.34,0.09,0.26,1.2,1.755,0.6,1.165,2.67,3.96,1.2,2.6950000000000003,0.7,0.69,0.72,17.994999999999997,23.875,33.445,95.78999999999999,124.675,12.665,0.34,1.66,2783.0
4101002,2009,20090702.0,10.04,21.44,16.76,19.17,26.67,16.27,21.47,12.51,81.94,0.79,95.63,0.19,0.36,0.09,0.27,1.11,1.67,0.56,1.11,2.52,3.88,1.19,2.62,0.78,0.75,0.76,17.67,23.65,33.42,94.3,125.55,12.34,0.33,1.59,2306.0
4101002,2010,20100702.0,9.28,19.69,16.58,18.23,25.08,15.35,19.86,12.45,83.75,0.35,95.7,0.2,0.34,0.09,0.25,1.17,1.73,0.63,1.09,2.69,3.99,1.37,2.55,0.81,0.8,0.84,16.69,23.0,33.44,89.04,121.79,11.58,0.32,1.55,3349.0
4101002,2011,20110702.0,9.88,20.62,16.69,18.69,25.67,16.28,20.55,12.51,79.94,0.25,95.66,0.18,0.33,0.09,0.24,1.16,1.64,0.62,1.05,2.62,3.94,1.23,2.56,0.75,0.73,0.77,17.43,23.58,33.41,93.28,124.24,12.2,0.34,1.64,3475.0
4101002,2012,20120701.5,11.469999999999999,21.965,15.46,18.685000000000002,27.705,16.564999999999998,21.995,11.6,73.41,0.14,95.67,0.19,0.35,0.09,0.27,1.165,1.76,0.59,1.2,2.71,4.09,1.27,2.755,0.69,0.67,0.7,18.060000000000002,24.2,33.475,95.155,125.83500000000001,12.43,0.315,1.5550000000000002,1995.0
4101002,2013,20130702.0,10.83,20.71,15.76,18.3,26.26,16.02,20.76,11.78,77.38,0.2,95.71,0.19,0.34,0.09,0.25,1.2,1.77,0.64,1.12,2.73,3.99,1.4,2.62,0.72,0.7,0.72,17.8,23.95,33.43,92.37,124.5,11.91,0.31,1.55,3008.0
4101002,2014,20140702.0,9.82,21.0,17.5,19.19,25.65,16.76,21.04,13.12,81.5,0.26,95.72,0.19,0.35,0.09,0.25,1.2,1.72,0.68,1.06,2.78,4.08,1.51,2.58,0.77,0.74,0.77,16.94,23.34,33.46,89.73,122.03,11.69,0.3,1.54,2907.0
4101002,2015,20150702.0,9.59,21.88,17.34,20.03,26.66,17.3,21.9,13.06,80.56,0.62,95.71,0.19,0.34,0.09,0.26,1.13,1.72,0.6,1.12,2.62,3.95,1.3,2.68,0.72,0.7,0.73,16.28,23.26,33.41,86.47,121.19,11.25,0.29,1.45,3447.0
4101002,2016,20160701.5,9.08,20.93,16.71,18.625,25.365,16.045,20.92,12.45,83.78,0.31,95.765,0.19,0.34,0.09,0.26,1.12,1.665,0.6,1.09,2.605,3.89,1.34,2.5,0.77,0.75,0.78,17.115000000000002,24.0,33.465,90.995,124.9,11.99,0.34,1.565,3480.0
4101002,2017,20170702.0,9.91,21.4,16.91,19.26,26.41,16.93,21.35,12.7,80.44,0.45,95.75,0.19,0.34,0.09,0.25,1.21,1.73,0.69,1.06,2.77,4.03,1.52,2.44,0.74,0.72,0.75,16.98,23.45,33.42,88.93,121.3,11.49,0.31,1.53,3800.0
4101051,2004,20040701.5,11.675,22.020000000000003,17.285,19.46,27.659999999999997,16.299999999999997,21.965,12.88,80.125,0.32999999999999996,96.235,1.1150000000000002,2.1,0.54,1.6150000000000002,2.12,3.33,1.19,2.14,3.66,5.3100000000000005,1.88,3.285,0.8,0.77,0.79,18.67,23.45,33.739999999999995,96.05,120.07,12.385,0.33,1.56,3190.0
4101051,2005,20050702.0,11.7,22.73,17.13,20.08,28.22,17.24,22.65,12.76,77.19,0.34,96.22,1.16,2.16,0.55,1.61,2.2,3.47,1.27,2.2,3.77,5.45,2.0,3.25,0.74,0.71,0.73,17.82,22.67,33.73,92.26,118.7,11.57,0.3,1.49,2851.0
4101051,2006,20060702.0,12.8,22.92,16.87,19.71,28.86,17.26,22.8,12.63,71.06,0.22,96.18,1.07,2.07,0.5,1.6,1.99,3.26,1.09,2.23,3.42,5.2,1.62,3.38,0.66,0.66,0.67,18.25,23.55,33.71,94.81,121.41,12.38,0.34,1.7,2600.0
4101051,2007,20070702.0,11.8,23.54,17.19,20.46,28.58,17.41,23.31,12.88,77.5,0.23,96.22,1.12,2.15,0.54,1.61,2.15,3.41,1.24,2.24,3.62,5.29,1.87,3.19,0.71,0.7,0.71,17.29,22.46,33.66,90.51,116.45,11.69,0.3,1.46,3360.0
4101051,2008,20080701.5,11.88,21.89,16.67,19.1,27.73,16.32,21.700000000000003,12.42,76.59,0.27,96.18,1.09,2.035,0.52,1.54,2.105,3.22,1.09,2.16,3.615,5.405,1.67,3.56,0.73,0.7,0.71,18.8,24.025,33.735,98.59,124.89500000000001,12.77,0.34,1.66,3150.0
4101051,2009,20090702.0,10.68,22.75,18.0,20.55,28.05,17.16,22.61,13.55,81.62,0.68,96.16,1.05,2.0,0.5,1.48,1.99,3.16,1.05,2.07,3.45,5.14,1.57,3.42,0.81,0.79,0.8,17.91,23.5,33.72,94.63,124.31,12.34,0.34,1.64,3098.0
4101051,2010,20100702.0,10.79,21.58,16.44,18.8,27.31,15.64,21.44,12.21,82.94,0.25,96.21,1.17,2.16,0.56,1.58,2.25,3.46,1.31,2.13,3.9,5.44,2.18,3.27,0.8,0.77,0.79,17.42,22.86,33.72,90.33,118.49,11.55,0.31,1.41,3203.0
4101051,2011,20110702.0,10.72,21.59,17.41,19.49,27.16,16.54,21.66,13.0,81.44,0.19,96.21,1.12,2.09,0.52,1.54,2.12,3.3,1.17,2.12,3.72,5.32,1.81,3.42,0.77,0.74,0.76,17.64,23.86,33.69,93.43,125.33,12.27,0.34,1.63,3719.0
4101051,2012,20120701.5,12.645,24.03,15.995000000000001,20.15,30.36,17.69,23.634999999999998,11.96,70.41,0.165,96.16499999999999,1.18,2.28,0.515,1.77,2.2,3.61,1.12,2.45,3.7,5.46,1.8,3.48,0.64,0.65,0.66,18.665,24.545,33.76,98.27000000000001,128.01500000000001,12.8,0.34,1.665,2705.0
4101051,2013,20130702.0,11.64,21.37,17.12,19.33,27.23,16.44,21.4,12.76,80.62,0.23,96.22,1.14,2.2,0.55,1.63,2.2,3.52,1.22,2.23,3.77,5.42,1.96,3.41,0.76,0.73,0.74,17.96,23.68,33.73,93.71,123.43,12.1,0.32,1.55,3400.0
4101051,2014,20140702.0,10.51,22.07,17.89,20.22,27.44,17.32,22.04,13.43,81.75,0.44,96.24,1.21,2.25,0.57,1.7,2.27,3.56,1.31,2.3,3.96,5.67,2.09,3.48,0.78,0.75,0.77,17.43,23.23,33.73,92.8,120.59,12.21,0.33,1.59,3698.0
4101051,2015,20150702.0,10.41,23.38,18.94,21.14,27.83,18.42,23.33,14.34,81.31,1.12,96.22,1.12,2.11,0.52,1.58,2.16,3.34,1.19,2.16,3.65,5.24,1.97,3.26,0.73,0.7,0.72,16.49,23.7,33.69,88.53,123.08,11.52,0.3,1.55,3709.0
4101051,2016,20160701.5,10.105,21.485,17.855,19.63,26.505000000000003,16.22,21.435000000000002,13.34,84.56,0.265,96.285,1.09,2.035,0.53,1.52,2.115,3.25,1.18,2.065,3.665,5.295,1.81,3.35,0.85,0.84,0.86,17.835,24.2,33.75,95.93,125.15,12.435,0.35,1.7149999999999999,4091.0
4101051,2017,20170702.0,10.59,22.3,18.15,20.15,27.41,17.3,22.26,13.73,83.31,0.47,96.26,1.16,2.16,0.56,1.66,2.16,3.47,1.27,2.23,3.73,5.34,2.05,3.14,0.79,0.77,0.78,17.38,23.62,33.71,90.01,123.65,11.55,0.32,1.58,3644.0
4101101,2004,20040701.5,11.96,23.165,16.535,19.685000000000002,28.955,16.825,22.665,12.33,75.62,0.25,95.87,1.6549999999999998,2.99,0.715,2.17,2.815,4.5600000000000005,1.41,3.16,4.475,7.015,2.01,4.63,0.7,0.67,0.69,18.255000000000003,23.37,34.015,94.85,120.435,12.465,0.34,1.6749999999999998,2700.0
4101101,2005,20050702.0,12.6,23.3,16.99,19.87,29.51,17.2,23.15,12.76,72.81,0.28,95.86,1.67,3.02,0.75,2.24,2.88,4.65,1.53,3.2,4.66,7.05,2.2,4.5,0.66,0.65,0.66,18.03,23.24,34.02,93.5,121.12,12.09,0.32,1.62,2000.0
4101101,2006,20060702.0,13.18,23.53,16.25,19.75,29.69,17.15,23.28,12.21,70.31,0.13,95.82,1.67,3.05,0.72,2.28,2.83,4.72,1.39,3.16,4.56,6.8,1.96,4.5,0.62,0.62,0.63,18.22,23.79,33.97,95.69,124.05,12.58,0.34,1.73,2800.0
4101101,2007,20070702.0,11.96,23.5,17.08,20.13,28.84,17.46,23.16,12.76,75.94,0.07,95.86,1.62,2.9,0.7,2.16,2.8,4.45,1.44,3.15,4.62,6.8,1.99,4.55,0.7,0.68,0.7,18.02,23.29,33.93,94.81,119.34,12.27,0.34,1.7,2750.0
4101101,2008,20080701.5,12.405000000000001,22.76,16.67,19.595,28.869999999999997,16.92,22.310000000000002,12.45,74.03,0.16,95.83,1.71,3.01,0.73,2.23,2.895,4.625,1.42,3.16,4.66,7.045,2.0149999999999997,4.66,0.67,0.66,0.67,17.92,23.925,34.010000000000005,97.485,126.76,12.735,0.34,1.77,2900.0
4101101,2009,20090702.0,10.97,22.9,18.59,20.62,28.43,17.62,22.67,14.04,78.94,0.54,95.78,1.61,2.91,0.67,2.2,2.75,4.48,1.3,3.11,4.41,6.9,1.76,4.66,0.75,0.73,0.74,17.56,23.53,34.01,93.52,124.97,12.35,0.33,1.66,271.0
4101101,2010,20100702.0,11.41,22.98,16.57,19.42,28.62,16.43,22.83,12.45,77.75,0.17,95.81,1.76,3.02,0.75,2.2,2.92,4.62,1.5,3.07,4.75,7.09,2.09,4.59,0.71,0.69,0.7,17.19,22.91,33.99,92.12,119.98,12.05,0.33,1.68,2812.0
4101101,2011,20110702.0,12.48,23.42,16.4,19.74,29.17,17.17,22.9,12.27,73.44,0.21,95.83,1.62,3.01,0.69,2.31,2.81,4.73,1.25,3.36,4.49,7.08,1.75,4.78,0.64,0.64,0.65,17.91,23.71,33.95,95.77,125.18,12.45,0.35,1.74,3461.0
4101101,2012,20120701.5,12.735,24.455,16.455,20.05,30.17,17.49,23.785,12.36,69.47,0.11,95.81,1.705,3.01,0.75,2.315,2.86,4.66,1.455,3.2649999999999997,4.62,6.96,2.085,4.54,0.62,0.62,0.63,18.915,24.11,34.035,98.545,126.49,12.925,0.34,1.73,2185.0
4101101,2013,20130702.0,11.77,22.38,17.24,19.78,28.12,16.9,22.28,12.88,76.69,0.13,95.84,1.71,3.07,0.75,2.25,2.89,4.78,1.5,3.14,4.66,7.12,2.22,4.66,0.7,0.68,0.7,18.13,23.67,34.02,95.27,124.16,12.39,0.34,1.71,3396.0
4101101,2014,20140702.0,12.04,23.76,17.52,20.55,29.26,17.8,23.51,13.12,73.88,0.19,95.85,1.63,2.97,0.69,2.27,2.81,4.62,1.3,3.21,4.5,7.01,1.84,4.73,0.66,0.65,0.66,18.14,23.61,34.0,96.23,121.99,12.46,0.34,1.7,1440.0
4101101,2015,20150702.0,10.64,23.38,18.99,21.18,28.64,18.28,23.14,14.4,79.12,0.82,95.87,1.59,2.88,0.66,2.22,2.72,4.49,1.31,3.14,4.37,6.7,1.77,4.66,0.72,0.7,0.7,17.26,23.66,33.96,92.32,123.79,11.84,0.32,1.64,2667.0
4101101,2016,20160701.5,11.329999999999998,22.549999999999997,17.925,20.15,28.025,17.0,22.405,13.49,79.88,0.32,95.9,1.58,2.81,0.695,2.09,2.73,4.36,1.3250000000000002,3.025,4.42,6.605,1.91,4.55,0.8,0.79,0.805,18.305,24.19,34.025,96.09,126.21000000000001,12.745000000000001,0.35,1.775,3077.0
4101101,2017,20170702.0,10.77,22.94,17.98,20.27,28.21,17.33,22.94,13.43,79.81,0.26,95.9,1.77,3.07,0.73,2.27,2.98,4.72,1.44,3.16,4.7,7.08,2.2,4.43,0.74,0.72,0.73,18.07,24.05,34.0,95.25,124.68,12.54,0.34,1.71,3462.0
4101150,2004,20040701.5,11.915,23.43,16.9,20.01,29.365000000000002,17.29,23.285,12.600000000000001,74.78,0.45,96.265,1.3,2.175,0.62,1.55,2.7350000000000003,4.16,1.42,2.7649999999999997,4.62,6.725,2.21,4.275,0.72,0.7,0.7,18.6,23.365000000000002,34.015,96.12,120.275,12.515,0.34,1.7,1815.0
4101150,2005,20050702.0,12.44,23.35,17.08,20.23,29.78,17.66,23.27,12.76,72.44,0.14,96.26,1.33,2.24,0.66,1.58,2.79,4.32,1.57,2.78,4.8,6.8,2.72,4.08,0.67,0.67,0.67,18.2,23.24,34.02,94.3,121.1,12.09,0.32,1.62,2000.0
4101150,2006,20060702.0,12.52,23.44,17.34,20.28,29.73,17.78,23.18,13.0,71.19,0.19,96.23,1.23,2.11,0.59,1.52,2.55,4.05,1.28,2.66,4.3,6.48,1.98,4.12,0.66,0.66,0.66,17.87,23.74,33.97,93.36,123.9,12.33,0.34,1.74,1500.0
4101150,2007,20070702.0,11.88,23.9,17.38,20.64,29.62,18.14,23.48,13.0,75.19,0.04,96.26,1.27,2.13,0.63,1.52,2.7,4.14,1.53,2.67,4.59,6.64,2.48,4.02,0.72,0.7,0.7,17.92,23.33,33.93,92.9,119.41,12.21,0.34,1.7,3050.0
4101150,2008,20080701.5,12.41,22.86,16.93,19.845,28.94,17.33,22.515,12.63,73.28,0.135,96.23,1.26,2.15,0.59,1.5350000000000001,2.685,4.13,1.43,2.74,4.65,6.68,2.1799999999999997,4.265,0.705,0.7,0.7,18.17,23.93,34.010000000000005,96.72999999999999,126.675,12.774999999999999,0.345,1.775,3000.0
4101150,2009,20090702.0,10.71,23.13,18.58,20.9,28.57,17.87,22.94,13.98,79.75,0.38,96.19,1.24,2.09,0.58,1.48,2.57,4.08,1.39,2.64,4.48,6.6,2.28,4.09,0.81,0.79,0.78,17.59,23.41,34.01,92.68,124.82,12.25,0.34,1.67,1750.0
4101150,2010,20100702.0,10.97,22.85,16.83,19.24,28.62,16.87,22.56,12.51,79.5,0.13,96.22,1.34,2.17,0.63,1.58,2.85,4.3,1.54,2.79,4.85,6.78,2.58,3.96,0.77,0.74,0.73,17.28,22.88,33.99,91.52,119.86,12.1,0.32,1.65,3000.0
4101150,2011,20110702.0,11.59,23.05,16.95,19.85,28.68,17.47,22.94,12.63,76.44,0.09,96.23,1.26,2.11,0.6,1.52,2.66,4.1,1.38,2.7,4.59,6.7,2.17,4.29,0.73,0.72,0.71,17.59,23.74,33.95,95.09,124.91,12.63,0.35,1.73,3223.0
4101150,2012,20120701.5,12.305,24.61,17.049999999999997,20.450000000000003,30.47,17.895,24.145000000000003,12.76,71.31,0.09,96.2,1.27,2.145,0.61,1.525,2.66,4.215,1.44,2.795,4.555,6.77,2.315,4.24,0.67,0.67,0.67,18.845,24.064999999999998,34.035,99.30000000000001,126.5,12.915,0.34,1.725,1994.0
4101150,2013,20130702.0,11.27,22.55,17.61,19.87,28.3,17.32,22.37,13.18,78.19,0.13,96.26,1.3,2.14,0.63,1.52,2.77,4.15,1.51,2.7,4.73,6.66,2.39,4.24,0.78,0.76,0.75,18.17,23.64,34.02,95.43,123.88,12.48,0.34,1.67,3471.0
4101150,2014,20140702.0,11.09,23.85,17.9,20.87,29.26,18.51,23.6,13.43,76.88,0.22,96.26,1.3,2.14,0.63,1.53,2.76,4.16,1.53,2.74,4.8,6.79,2.51,4.13,0.73,0.72,0.71,18.0,23.58,34.0,94.84,122.06,12.55,0.34,1.66,2730.0
4101150,2015,20150702.0,10.31,23.7,19.28,21.48,28.94,18.8,23.5,14.59,79.94,0.91,96.28,1.22,2.08,0.58,1.45,2.62,3.97,1.42,2.54,4.55,6.43,2.35,4.03,0.78,0.76,0.75,17.44,23.58,33.96,91.51,123.56,11.64,0.32,1.61,3600.0
4101150,2016,20160701.5,11.14,22.86,17.785,20.255000000000003,28.35,17.265,22.625,13.31,79.22,0.18,96.31,1.26,2.04,0.61,1.415,2.645,3.96,1.43,2.4850000000000003,4.675,6.53,2.4050000000000002,4.075,0.8,0.77,0.77,18.245,24.270000000000003,34.025,97.355,126.175,12.765,0.355,1.77,3050.0
4101150,2017,20170702.0,10.46,23.48,18.41,20.48,28.98,18.11,23.29,13.85,79.69,0.22,96.3,1.32,2.18,0.62,1.57,2.79,4.2,1.55,2.73,4.83,6.76,2.57,4.0,0.77,0.75,0.74,18.19,23.99,34.0,95.16,124.3,12.6,0.34,1.69,3470.0
4101309,2004,20040701.5,11.27,18.33,14.434999999999999,16.37,24.68,13.655000000000001,18.415,11.2,78.59,0.615,92.07499999999999,1.3,2.175,0.62,1.55,1.17,1.85,0.66,1.205,2.725,4.09,1.4,2.66,0.62,0.55,0.57,17.060000000000002,23.3,33.455,86.82499999999999,120.275,11.43,0.3,1.545,2488.0
4101309,2005,20050702.0,11.52,18.42,13.99,16.44,24.86,13.64,18.54,10.93,79.38,0.44,92.07,1.33,2.24,0.66,1.58,1.22,1.89,0.68,1.23,2.8,4.2,1.47,2.77,0.63,0.55,0.57,15.79,23.25,33.44,82.41,121.52,10.81,0.27,1.38,2000.0
4101309,2006,20060702.0,12.55,19.05,13.37,16.27,26.11,13.43,19.19,10.5,73.81,0.3,92.0,1.23,2.11,0.59,1.52,1.23,1.87,0.66,1.26,2.78,4.2,1.37,2.95,0.55,0.52,0.53,16.37,23.67,33.43,85.23,122.23,11.39,0.3,1.56,2800.0
4101309,2007,20070702.0,11.46,19.25,14.79,16.95,25.52,14.19,19.38,11.47,78.94,0.54,92.03,1.27,2.13,0.63,1.52,1.19,1.8,0.64,1.16,2.67,4.09,1.38,2.83,0.63,0.56,0.58,16.6,23.05,33.38,85.71,117.34,11.16,0.31,1.57,2717.0
4101309,2008,20080701.5,10.915,17.68,14.05,15.97,23.784999999999997,13.23,17.785,10.96,80.69,0.935,92.03,1.26,2.15,0.59,1.5350000000000001,1.23,1.9049999999999998,0.675,1.23,2.77,4.140000000000001,1.37,2.79,0.66,0.57,0.59,16.134999999999998,24.020000000000003,33.45,83.21000000000001,125.715,11.115,0.3,1.55,2918.0
4101309,2009,20090702.0,11.12,18.8,14.66,17.0,25.4,13.66,18.95,11.47,80.81,0.78,91.96,1.24,2.09,0.58,1.48,1.13,1.78,0.63,1.14,2.62,3.98,1.3,2.7,0.66,0.56,0.57,15.33,23.65,33.42,81.09,123.03,10.99,0.29,1.48,2413.0
4101309,2010,20100702.0,10.21,17.86,14.37,16.02,23.64,13.2,17.94,11.23,83.81,0.73,92.01,1.34,2.17,0.63,1.58,1.21,1.8,0.69,1.14,2.8,4.08,1.49,2.58,0.73,0.62,0.65,14.88,22.94,33.44,78.35,119.12,10.33,0.27,1.4,1934.0
4101309,2011,20110702.0,9.59,17.32,14.8,16.08,23.26,13.15,17.52,11.47,85.81,0.82,92.02,1.26,2.11,0.6,1.52,1.18,1.83,0.63,1.12,2.68,4.07,1.28,2.6,0.8,0.78,0.82,15.37,23.92,33.41,79.03,122.8,10.64,0.29,1.45,3550.0
4101309,2012,20120701.5,10.565000000000001,18.655,14.645,16.65,24.615000000000002,13.835,18.78,11.35,81.25,0.44,92.02,1.27,2.145,0.61,1.525,1.16,1.8,0.59,1.17,2.665,4.09,1.26,2.775,0.69,0.58,0.61,16.67,24.155,33.47,87.87,125.10499999999999,11.43,0.3,1.525,2800.0
4101309,2013,20130702.0,11.12,17.93,14.11,16.24,24.44,12.98,18.07,10.99,80.25,0.49,92.04,1.3,2.14,0.63,1.52,1.27,1.91,0.7,1.23,2.89,4.23,1.45,2.7,0.66,0.56,0.58,15.95,23.77,33.43,83.13,122.73,11.05,0.29,1.45,3193.0
4101309,2014,20140702.0,10.58,18.95,14.63,16.95,24.87,14.09,19.09,11.29,80.19,0.82,92.07,1.3,2.14,0.63,1.53,1.2,1.77,0.66,1.15,2.8,4.12,1.41,2.7,0.63,0.55,0.57,16.11,23.8,33.45,84.24,123.8,11.29,0.3,1.55,3440.0
4101309,2015,20150702.0,10.2,19.04,15.48,17.28,25.16,14.44,19.02,11.96,82.44,1.67,92.04,1.22,2.08,0.58,1.45,1.18,1.84,0.64,1.17,2.75,4.13,1.42,2.72,0.66,0.55,0.57,15.05,23.41,33.41,80.83,121.28,10.77,0.29,1.48,3455.0
4101309,2016,20160701.5,10.695,18.35,14.665,16.555,24.375,13.255,18.35,11.440000000000001,82.155,0.75,92.06,1.26,2.04,0.61,1.415,1.16,1.79,0.625,1.17,2.635,3.95,1.295,2.62,0.69,0.6,0.63,16.17,24.369999999999997,33.465,84.22999999999999,125.805,11.530000000000001,0.31,1.5950000000000002,3264.0
4101309,2017,20170702.0,10.94,18.8,14.62,16.87,25.14,13.96,18.87,11.41,80.94,0.54,92.09,1.32,2.18,0.62,1.57,1.23,1.81,0.73,1.16,2.84,4.11,1.53,2.61,0.63,0.56,0.58,15.65,23.62,33.42,82.6,121.27,10.95,0.3,1.47,3500.0
4101408,2004,20040701.5,11.455,21.74,15.98,18.765,27.12,15.71,21.48,12.15,76.47,0.355,94.26,1.3,2.175,0.62,1.55,2.965,4.835,1.4249999999999998,3.34,4.57,6.875,2.12,4.415,0.72,0.69,0.69,18.6,23.365000000000002,34.015,96.12,120.275,12.515,0.34,1.7,3300.0
