codigo_ibge,date,data,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,GWETTOP,GWETROOT,GWETPROF,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,anual_prodution
4114708,2009,20090702.0,12.09,23.58,18.34,21.02,30.11,18.3,23.62,13.79,77.62,0.43,96.32,0.09,0.4,0.01,0.38,2.02,3.11,1.08,2.01,3.62,5.34,1.77,3.35,0.66,0.62,0.63,17.87,23.61,34.0,95.45,125.53,12.35,0.34,1.68,2000.0
4114708,2010,20100702.0,11.69,22.19,16.87,19.23,28.87,16.45,22.54,12.45,80.5,0.24,96.36,0.06,0.3,0.01,0.29,2.21,3.38,1.34,2.07,4.11,5.63,2.4,3.25,0.77,0.73,0.77,17.67,22.97,33.99,91.11,119.98,11.81,0.31,1.52,2504.0
4114708,2011,20110702.0,11.67,22.34,18.01,20.12,29.04,17.38,22.39,13.43,79.38,0.1,96.36,0.08,0.34,0.01,0.34,2.12,3.19,1.27,2.04,3.88,5.46,2.11,3.16,0.76,0.73,0.77,18.33,23.99,33.95,96.89,126.37,12.55,0.35,1.61,2500.0
4114708,2012,20120701.5,13.145,23.84,17.075,20.74,31.675,17.990000000000002,23.91,12.63,71.655,0.11499999999999999,96.33,0.09,0.37,0.01,0.35,2.12,3.36,1.165,2.12,3.8449999999999998,5.485,1.9649999999999999,3.31,0.59,0.56,0.58,19.11,24.65,34.035,101.02,129.10000000000002,12.9,0.34,1.725,1601.0
4114708,2013,20130702.0,12.28,22.49,17.82,20.08,29.16,17.21,22.45,13.24,78.56,0.16,96.36,0.08,0.34,0.01,0.32,2.18,3.4,1.26,2.09,4.07,5.61,2.16,3.34,0.7,0.66,0.69,18.53,23.76,34.02,98.94,124.61,12.65,0.34,1.73,2351.0
4114708,2014,20140702.0,12.04,23.5,18.33,21.12,29.8,18.48,23.49,13.61,78.5,0.31,96.39,0.08,0.33,0.01,0.32,2.26,3.41,1.35,2.02,4.24,5.7,2.55,3.21,0.68,0.64,0.66,17.64,23.27,34.0,94.42,121.94,12.41,0.34,1.6,2101.0
4114708,2015,20150702.0,11.27,23.69,19.23,21.72,29.76,18.75,23.7,14.59,79.62,1.02,96.38,0.09,0.35,0.01,0.34,2.12,3.27,1.17,2.08,3.91,5.46,2.15,3.21,0.7,0.66,0.69,17.59,23.8,33.96,92.02,124.38,11.83,0.32,1.65,2500.0
4114708,2016,20160701.5,11.629999999999999,22.270000000000003,18.22,20.34,28.775,17.205,22.415,13.55,80.81,0.13,96.44,0.08499999999999999,0.355,0.01,0.345,2.105,3.185,1.25,1.94,3.88,5.515,2.215,3.135,0.8,0.78,0.83,18.645,24.314999999999998,34.025,99.42500000000001,125.625,12.915,0.36,1.8050000000000002,3197.0
4114708,2017,20170702.0,11.8,23.15,18.55,20.61,29.89,17.94,23.2,13.79,79.88,0.24,96.41,0.09,0.35,0.01,0.34,2.23,3.42,1.32,2.1,4.09,5.52,2.35,3.04,0.72,0.68,0.71,17.93,23.76,34.0,94.63,124.54,12.23,0.33,1.67,3197.0
4114807,2004,20040701.5,11.92,23.03,16.54,19.655,28.560000000000002,16.94,22.765,12.33,74.53,0.345,96.38499999999999,0.09,0.365,0.01,0.35,2.145,3.25,1.275,2.0700000000000003,4.01,5.51,2.215,3.2800000000000002,0.715,0.7,0.7,18.6,23.365000000000002,34.015,96.12,120.275,12.515,0.34,1.7,2200.0
4114807,2005,20050702.0,12.52,23.16,16.42,20.02,29.06,17.51,22.94,12.27,70.25,0.18,96.37,0.09,0.38,0.01,0.37,2.24,3.41,1.28,2.1,4.13,5.75,2.35,3.19,0.65,0.66,0.66,18.2,23.24,34.02,94.3,121.1,12.09,0.32,1.62,1800.0
4114807,2006,20060702.0,12.38,23.36,16.89,19.76,29.06,17.48,23.03,12.7,70.12,0.17,96.34,0.09,0.4,0.01,0.39,2.04,3.12,1.1,2.05,3.7,5.34,1.91,3.3,0.64,0.66,0.66,17.87,23.74,33.97,93.36,123.9,12.33,0.34,1.74,2250.0
4114807,2007,20070702.0,11.77,23.62,17.06,20.37,28.9,17.81,23.42,12.7,74.69,0.06,96.37,0.09,0.34,0.01,0.33,2.18,3.3,1.32,2.03,3.98,5.62,2.27,3.11,0.7,0.7,0.7,17.92,23.33,33.93,92.9,119.41,12.21,0.34,1.7,2800.0
4114807,2008,20080701.5,12.0,22.67,16.41,19.465,28.325,16.674999999999997,22.29,12.27,72.53,0.20500000000000002,96.34,0.08,0.34,0.01,0.32,2.09,3.1550000000000002,1.1949999999999998,2.0149999999999997,3.8499999999999996,5.52,1.97,3.4050000000000002,0.69,0.7,0.7,18.17,23.93,34.010000000000005,96.72999999999999,126.675,12.774999999999999,0.345,1.775,3000.0
4114807,2009,20090702.0,10.23,22.89,18.15,20.5,27.83,17.3,22.7,13.73,80.12,0.42,96.32,0.09,0.4,0.01,0.38,2.02,3.11,1.08,2.01,3.62,5.34,1.77,3.35,0.82,0.8,0.78,17.59,23.41,34.01,92.68,124.82,12.25,0.34,1.67,2402.0
4114807,2010,20100702.0,10.7,22.6,16.41,18.79,27.89,16.36,22.28,12.33,80.81,0.17,96.36,0.06,0.3,0.01,0.29,2.21,3.38,1.34,2.07,4.11,5.63,2.4,3.25,0.78,0.76,0.75,17.28,22.88,33.99,91.52,119.86,12.1,0.32,1.65,3094.0
4114807,2011,20110702.0,11.43,22.32,16.66,19.34,27.73,17.08,22.28,12.45,76.75,0.13,96.36,0.08,0.34,0.01,0.34,2.12,3.19,1.27,2.04,3.88,5.46,2.11,3.16,0.75,0.74,0.73,17.59,23.74,33.95,95.09,124.91,12.63,0.35,1.73,3600.0
4114807,2012,20120701.5,12.205,24.38,16.485,20.085,29.814999999999998,17.67,23.845,12.33,70.0,0.11499999999999999,96.33,0.09,0.37,0.01,0.35,2.12,3.36,1.165,2.12,3.8449999999999998,5.485,1.9649999999999999,3.31,0.66,0.66,0.66,18.845,24.064999999999998,34.035,99.30000000000001,126.5,12.915,0.34,1.725,2479.0
4114807,2013,20130702.0,10.84,21.81,17.19,19.37,27.36,16.83,21.66,12.88,79.19,0.19,96.36,0.08,0.34,0.01,0.32,2.18,3.4,1.26,2.09,4.07,5.61,2.16,3.34,0.8,0.78,0.77,18.17,23.64,34.02,95.43,123.88,12.48,0.34,1.67,3450.0
4114807,2014,20140702.0,10.75,23.2,17.35,20.44,28.25,17.82,23.13,13.0,77.5,0.25,96.39,0.08,0.33,0.01,0.32,2.26,3.41,1.35,2.02,4.24,5.7,2.55,3.21,0.75,0.73,0.73,18.0,23.58,34.0,94.84,122.06,12.55,0.34,1.66,3199.0
4114807,2015,20150702.0,9.73,23.07,19.01,21.04,27.83,18.41,22.93,14.4,80.56,1.11,96.38,0.09,0.35,0.01,0.34,2.12,3.27,1.17,2.08,3.91,5.46,2.15,3.21,0.8,0.77,0.77,17.44,23.58,33.96,91.51,123.56,11.64,0.32,1.61,3469.0
4114807,2016,20160701.5,10.614999999999998,22.355,17.525,19.98,27.685000000000002,16.76,22.134999999999998,13.149999999999999,80.22,0.275,96.44,0.08499999999999999,0.355,0.01,0.345,2.105,3.185,1.25,1.94,3.88,5.515,2.215,3.135,0.81,0.78,0.77,18.245,24.270000000000003,34.025,97.355,126.175,12.765,0.355,1.77,3050.0
4114807,2017,20170702.0,10.18,22.94,17.95,20.25,28.14,17.78,22.83,13.55,80.12,0.22,96.41,0.09,0.35,0.01,0.34,2.23,3.42,1.32,2.1,4.09,5.52,2.35,3.04,0.77,0.75,0.74,18.19,23.99,34.0,95.16,124.3,12.6,0.34,1.69,4000.0
4114906,2004,20040701.5,11.455,21.74,15.98,18.765,27.12,15.71,21.48,12.15,76.47,0.355,96.38499999999999,0.09,0.365,0.01,0.35,2.145,3.25,1.275,2.0700000000000003,4.01,5.51,2.215,3.2800000000000002,0.72,0.69,0.69,18.6,23.365000000000002,34.015,96.12,120.275,12.515,0.34,1.7,3360.0
4114906,2005,20050702.0,12.28,21.91,16.01,19.0,27.83,16.26,21.66,12.15,73.44,0.19,96.37,0.09,0.38,0.01,0.37,2.24,3.41,1.28,2.1,4.13,5.75,2.35,3.19,0.64,0.66,0.66,18.2,23.24,34.02,94.3,121.1,12.09,0.32,1.62,2780.0
4114906,2006,20060702.0,12.28,22.05,16.24,18.91,27.77,15.98,21.58,12.39,72.81,0.18,96.34,0.09,0.4,0.01,0.39,2.04,3.12,1.1,2.05,3.7,5.34,1.91,3.3,0.64,0.65,0.66,17.87,23.74,33.97,93.36,123.9,12.33,0.34,1.74,2800.0
4114906,2007,20070702.0,11.28,22.3,16.51,19.36,27.65,16.52,21.95,12.57,76.94,0.1,96.37,0.09,0.34,0.01,0.33,2.18,3.3,1.32,2.03,3.98,5.62,2.27,3.11,0.7,0.7,0.7,17.92,23.33,33.93,92.9,119.41,12.21,0.34,1.7,3105.0
4114906,2008,20080701.5,11.555,21.255,15.975000000000001,18.58,26.9,15.69,21.03,12.115,75.53,0.225,96.34,0.08,0.34,0.01,0.32,2.09,3.1550000000000002,1.1949999999999998,2.0149999999999997,3.8499999999999996,5.52,1.97,3.4050000000000002,0.7,0.69,0.69,18.17,23.93,34.010000000000005,96.72999999999999,126.675,12.774999999999999,0.345,1.775,3300.0
4114906,2009,20090702.0,9.85,21.73,17.51,19.49,26.64,16.38,21.53,13.43,82.06,0.58,96.32,0.09,0.4,0.01,0.38,2.02,3.11,1.08,2.01,3.62,5.34,1.77,3.35,0.8,0.78,0.77,17.59,23.41,34.01,92.68,124.82,12.25,0.34,1.67,2800.0
4114906,2010,20100702.0,10.33,21.39,15.99,18.15,26.49,15.13,21.12,12.21,82.5,0.18,96.36,0.06,0.3,0.01,0.29,2.21,3.38,1.34,2.07,4.11,5.63,2.4,3.25,0.8,0.76,0.76,17.28,22.88,33.99,91.52,119.86,12.1,0.32,1.65,2900.0
4114906,2011,20110702.0,11.16,21.3,16.15,18.63,26.6,15.83,21.18,12.27,78.56,0.19,96.36,0.08,0.34,0.01,0.34,2.12,3.19,1.27,2.04,3.88,5.46,2.11,3.16,0.73,0.72,0.72,17.59,23.74,33.95,95.09,124.91,12.63,0.35,1.73,3500.0
4114906,2012,20120701.5,11.98,23.055,15.85,19.235,28.375,16.505000000000003,22.66,11.96,73.59,0.15000000000000002,96.33,0.09,0.37,0.01,0.35,2.12,3.36,1.165,2.12,3.8449999999999998,5.485,1.9649999999999999,3.31,0.66,0.66,0.66,18.845,24.064999999999998,34.035,99.30000000000001,126.5,12.915,0.34,1.725,2675.0
4114906,2013,20130702.0,10.51,20.58,16.56,18.45,25.95,15.62,20.57,12.57,80.75,0.19,96.36,0.08,0.34,0.01,0.32,2.18,3.4,1.26,2.09,4.07,5.61,2.16,3.34,0.8,0.77,0.77,18.17,23.64,34.02,95.43,123.88,12.48,0.34,1.67,3400.0
4114906,2014,20140702.0,10.59,22.12,16.78,19.55,27.01,16.75,21.87,12.82,78.88,0.35,96.39,0.08,0.33,0.01,0.32,2.26,3.41,1.35,2.02,4.24,5.7,2.55,3.21,0.74,0.72,0.71,18.0,23.58,34.0,94.84,122.06,12.55,0.34,1.66,3000.0
4114906,2015,20150702.0,9.52,21.78,18.41,20.16,26.62,17.22,21.72,14.1,82.56,1.29,96.38,0.09,0.35,0.01,0.34,2.12,3.27,1.17,2.08,3.91,5.46,2.15,3.21,0.79,0.76,0.76,17.44,23.58,33.96,91.51,123.56,11.64,0.32,1.61,3650.0
4114906,2016,20160701.5,10.325,21.14,17.1,19.125,25.994999999999997,15.665,20.994999999999997,13.06,82.345,0.365,96.44,0.08499999999999999,0.355,0.01,0.345,2.105,3.185,1.25,1.94,3.88,5.515,2.215,3.135,0.825,0.8,0.8,18.245,24.270000000000003,34.025,97.355,126.175,12.765,0.355,1.77,2230.0
4114906,2017,20170702.0,9.89,21.69,17.27,19.29,26.62,16.39,21.67,13.18,82.31,0.18,96.41,0.09,0.35,0.01,0.34,2.23,3.42,1.32,2.1,4.09,5.52,2.35,3.04,0.77,0.74,0.73,18.19,23.99,34.0,95.16,124.3,12.6,0.34,1.69,3700.0
4115101,2004,20040701.5,11.69,22.84,17.16,19.745,28.445,16.97,22.725,12.73,77.25,0.275,96.38499999999999,0.09,0.365,0.01,0.35,2.145,3.25,1.275,2.0700000000000003,4.01,5.51,2.215,3.2800000000000002,0.76,0.73,0.74,18.67,23.45,33.739999999999995,96.05,120.07,12.385,0.33,1.56,2200.0
4115101,2005,20050702.0,11.97,23.46,16.91,20.39,29.09,17.71,23.28,12.51,74.62,0.26,96.37,0.09,0.38,0.01,0.37,2.24,3.41,1.28,2.1,4.13,5.75,2.35,3.19,0.7,0.68,0.7,17.82,22.67,33.73,92.26,118.7,11.57,0.3,1.49,2080.0
4115101,2006,20060702.0,12.48,23.45,17.51,20.11,29.1,17.7,23.27,13.0,70.62,0.17,96.34,0.09,0.4,0.01,0.39,2.04,3.12,1.1,2.05,3.7,5.34,1.91,3.3,0.65,0.65,0.66,18.25,23.55,33.71,94.81,121.41,12.38,0.34,1.7,3000.0
4115101,2007,20070702.0,11.8,24.12,17.3,20.54,29.23,17.92,23.8,12.82,75.38,0.07,96.37,0.09,0.34,0.01,0.33,2.18,3.3,1.32,2.03,3.98,5.62,2.27,3.11,0.69,0.67,0.69,17.29,22.46,33.66,90.51,116.45,11.69,0.3,1.46,3000.0
4115101,2008,20080701.5,12.120000000000001,22.485,16.935000000000002,19.66,28.78,16.92,22.36,12.57,73.345,0.175,96.34,0.08,0.34,0.01,0.32,2.09,3.1550000000000002,1.1949999999999998,2.0149999999999997,3.8499999999999996,5.52,1.97,3.4050000000000002,0.7,0.67,0.69,18.8,24.025,33.735,98.59,124.89500000000001,12.77,0.34,1.66,2944.0
4115101,2009,20090702.0,10.48,23.48,18.25,20.81,28.83,17.86,23.23,13.67,79.44,0.6,96.32,0.09,0.4,0.01,0.38,2.02,3.11,1.08,2.01,3.62,5.34,1.77,3.35,0.78,0.75,0.77,17.91,23.5,33.72,94.63,124.31,12.34,0.34,1.64,2284.0
4115101,2010,20100702.0,10.72,22.43,16.53,18.98,28.08,16.12,22.3,12.27,81.12,0.2,96.36,0.06,0.3,0.01,0.29,2.21,3.38,1.34,2.07,4.11,5.63,2.4,3.25,0.75,0.73,0.74,17.42,22.86,33.72,90.33,118.49,11.55,0.31,1.41,2877.0
4115101,2011,20110702.0,10.66,22.07,17.61,19.9,27.73,17.03,22.09,13.12,79.88,0.09,96.36,0.08,0.34,0.01,0.34,2.12,3.19,1.27,2.04,3.88,5.46,2.11,3.16,0.76,0.73,0.75,17.64,23.86,33.69,93.43,125.33,12.27,0.34,1.63,3144.0
4115101,2012,20120701.5,12.69,24.58,16.435000000000002,20.53,30.509999999999998,18.19,24.134999999999998,12.24,69.345,0.12,96.33,0.09,0.37,0.01,0.35,2.12,3.36,1.165,2.12,3.8449999999999998,5.485,1.9649999999999999,3.31,0.63,0.64,0.65,18.665,24.545,33.76,98.27000000000001,128.01500000000001,12.8,0.34,1.665,1991.0
4115101,2013,20130702.0,11.42,21.82,17.4,19.73,27.57,16.87,21.89,12.94,79.25,0.18,96.36,0.08,0.34,0.01,0.32,2.18,3.4,1.26,2.09,4.07,5.61,2.16,3.34,0.74,0.72,0.73,17.96,23.68,33.73,93.71,123.43,12.1,0.32,1.55,3381.0
4115101,2014,20140702.0,10.85,22.89,18.0,20.73,28.23,17.83,22.87,13.43,79.5,0.31,96.39,0.08,0.33,0.01,0.32,2.26,3.41,1.35,2.02,4.24,5.7,2.55,3.21,0.74,0.71,0.72,17.43,23.23,33.73,92.8,120.59,12.21,0.33,1.59,3363.0
4115101,2015,20150702.0,10.35,23.88,19.29,21.39,28.62,18.94,23.58,14.65,79.56,0.91,96.38,0.09,0.35,0.01,0.34,2.12,3.27,1.17,2.08,3.91,5.46,2.15,3.21,0.72,0.7,0.7,16.49,23.7,33.69,88.53,123.08,11.52,0.3,1.55,3401.0
4115101,2016,20160701.5,10.32,21.72,18.009999999999998,19.884999999999998,27.285,16.689999999999998,21.83,13.43,82.19,0.11499999999999999,96.44,0.08499999999999999,0.355,0.01,0.345,2.105,3.185,1.25,1.94,3.88,5.515,2.215,3.135,0.835,0.81,0.84,17.835,24.2,33.75,95.93,125.15,12.435,0.35,1.7149999999999999,3286.0
4115101,2017,20170702.0,10.81,22.96,18.26,20.48,28.38,17.83,22.94,13.73,80.38,0.21,96.41,0.09,0.35,0.01,0.34,2.23,3.42,1.32,2.1,4.09,5.52,2.35,3.04,0.74,0.72,0.73,17.38,23.62,33.71,90.01,123.65,11.55,0.32,1.58,3700.0
4115200,2004,20040701.5,11.92,23.03,16.54,19.655,28.560000000000002,16.94,22.765,12.33,74.53,0.345,96.38499999999999,0.09,0.365,0.01,0.35,2.145,3.25,1.275,2.0700000000000003,4.01,5.51,2.215,3.2800000000000002,0.715,0.7,0.7,18.6,23.365000000000002,34.015,96.12,120.275,12.515,0.34,1.7,2600.0
4115200,2005,20050702.0,12.52,23.16,16.42,20.02,29.06,17.51,22.94,12.27,70.25,0.18,96.37,0.09,0.38,0.01,0.37,2.24,3.41,1.28,2.1,4.13,5.75,2.35,3.19,0.65,0.66,0.66,18.2,23.24,34.02,94.3,121.1,12.09,0.32,1.62,2300.0
4115200,2006,20060702.0,12.38,23.36,16.89,19.76,29.06,17.48,23.03,12.7,70.12,0.17,96.34,0.09,0.4,0.01,0.39,2.04,3.12,1.1,2.05,3.7,5.34,1.91,3.3,0.64,0.66,0.66,17.87,23.74,33.97,93.36,123.9,12.33,0.34,1.74,2150.0
4115200,2007,20070702.0,11.77,23.62,17.06,20.37,28.9,17.81,23.42,12.7,74.69,0.06,96.37,0.09,0.34,0.01,0.33,2.18,3.3,1.32,2.03,3.98,5.62,2.27,3.11,0.7,0.7,0.7,17.92,23.33,33.93,92.9,119.41,12.21,0.34,1.7,2850.0
4115200,2008,20080701.5,12.0,22.67,16.41,19.465,28.325,16.674999999999997,22.29,12.27,72.53,0.20500000000000002,96.34,0.08,0.34,0.01,0.32,2.09,3.1550000000000002,1.1949999999999998,2.0149999999999997,3.8499999999999996,5.52,1.97,3.4050000000000002,0.69,0.7,0.7,18.17,23.93,34.010000000000005,96.72999999999999,126.675,12.774999999999999,0.345,1.775,2750.0
4115200,2009,20090702.0,10.23,22.89,18.15,20.5,27.83,17.3,22.7,13.73,80.12,0.42,96.32,0.09,0.4,0.01,0.38,2.02,3.11,1.08,2.01,3.62,5.34,1.77,3.35,0.82,0.8,0.78,17.59,23.41,34.01,92.68,124.82,12.25,0.34,1.67,2100.0
4115200,2010,20100702.0,10.7,22.6,16.41,18.79,27.89,16.36,22.28,12.33,80.81,0.17,96.36,0.06,0.3,0.01,0.29,2.21,3.38,1.34,2.07,4.11,5.63,2.4,3.25,0.78,0.76,0.75,17.28,22.88,33.99,91.52,119.86,12.1,0.32,1.65,3170.0
4115200,2011,20110702.0,11.43,22.32,16.66,19.34,27.73,17.08,22.28,12.45,76.75,0.13,96.36,0.08,0.34,0.01,0.34,2.12,3.19,1.27,2.04,3.88,5.46,2.11,3.16,0.75,0.74,0.73,17.59,23.74,33.95,95.09,124.91,12.63,0.35,1.73,3500.0
4115200,2012,20120701.5,12.205,24.38,16.485,20.085,29.814999999999998,17.67,23.845,12.33,70.0,0.11499999999999999,96.33,0.09,0.37,0.01,0.35,2.12,3.36,1.165,2.12,3.8449999999999998,5.485,1.9649999999999999,3.31,0.66,0.66,0.66,18.845,24.064999999999998,34.035,99.30000000000001,126.5,12.915,0.34,1.725,2229.0
4115200,2013,20130702.0,10.84,21.81,17.19,19.37,27.36,16.83,21.66,12.88,79.19,0.19,96.36,0.08,0.34,0.01,0.32,2.18,3.4,1.26,2.09,4.07,5.61,2.16,3.34,0.8,0.78,0.77,18.17,23.64,34.02,95.43,123.88,12.48,0.34,1.67,3250.0
4115200,2014,20140702.0,10.75,23.2,17.35,20.44,28.25,17.82,23.13,13.0,77.5,0.25,96.39,0.08,0.33,0.01,0.32,2.26,3.41,1.35,2.02,4.24,5.7,2.55,3.21,0.75,0.73,0.73,18.0,23.58,34.0,94.84,122.06,12.55,0.34,1.66,2849.0
4115200,2015,20150702.0,9.73,23.07,19.01,21.04,27.83,18.41,22.93,14.4,80.56,1.11,96.38,0.09,0.35,0.01,0.34,2.12,3.27,1.17,2.08,3.91,5.46,2.15,3.21,0.8,0.77,0.77,17.44,23.58,33.96,91.51,123.56,11.64,0.32,1.61,3399.0
4115200,2016,20160701.5,10.614999999999998,22.355,17.525,19.98,27.685000000000002,16.76,22.134999999999998,13.149999999999999,80.22,0.275,96.44,0.08499999999999999,0.355,0.01,0.345,2.105,3.185,1.25,1.94,3.88,5.515,2.215,3.135,0.81,0.78,0.77,18.245,24.270000000000003,34.025,97.355,126.175,12.765,0.355,1.77,2800.0
4115200,2017,20170702.0,10.18,22.94,17.95,20.25,28.14,17.78,22.83,13.55,80.12,0.22,96.41,0.09,0.35,0.01,0.34,2.23,3.42,1.32,2.1,4.09,5.52,2.35,3.04,0.77,0.75,0.74,18.19,23.99,34.0,95.16,124.3,12.6,0.34,1.69,3600.0
4115309,2004,20040701.5,10.71,18.564999999999998,15.0,16.765,24.705,13.65,18.615000000000002,11.54,82.72,0.64,96.38499999999999,0.09,0.365,0.01,0.35,2.145,3.25,1.275,2.0700000000000003,4.01,5.51,2.215,3.2800000000000002,0.8,0.8,0.85,18.130000000000003,23.259999999999998,33.16,93.09,120.1,12.135,0.32,1.6150000000000002,2609.0
4115309,2005,20050702.0,11.12,19.25,15.08,17.28,25.03,14.37,19.33,11.6,80.81,0.27,96.37,0.09,0.38,0.01,0.37,2.24,3.41,1.28,2.1,4.13,5.75,2.35,3.19,0.8,0.79,0.84,17.63,22.84,33.13,89.98,116.16,11.84,0.28,1.37,2304.0
4115309,2006,20060702.0,11.83,19.27,14.61,16.69,25.57,14.01,19.27,11.35,76.44,0.21,96.34,0.09,0.4,0.01,0.39,2.04,3.12,1.1,2.05,3.7,5.34,1.91,3.3,0.7,0.69,0.72,17.5,23.33,33.14,90.82,121.54,12.17,0.32,1.62,2480.0
4115309,2007,20070702.0,10.9,19.69,15.75,17.72,25.44,14.63,19.82,12.21,80.0,0.34,96.37,0.09,0.34,0.01,0.33,2.18,3.3,1.32,2.03,3.98,5.62,2.27,3.11,0.77,0.77,0.81,16.76,22.26,33.09,87.09,114.76,11.54,0.3,1.55,2915.0
4115309,2008,20080701.5,11.315000000000001,18.564999999999998,14.485,16.64,24.64,13.754999999999999,18.740000000000002,11.17,79.0,0.325,96.34,0.08,0.34,0.01,0.32,2.09,3.1550000000000002,1.1949999999999998,2.0149999999999997,3.8499999999999996,5.52,1.97,3.4050000000000002,0.76,0.75,0.8,17.055,24.02,33.155,89.815,123.62,11.94,0.325,1.63,2871.0
4115309,2009,20090702.0,10.79,19.62,15.53,17.62,25.39,14.39,19.8,11.96,81.88,0.72,96.32,0.09,0.4,0.01,0.38,2.02,3.11,1.08,2.01,3.62,5.34,1.77,3.35,0.8,0.77,0.79,16.96,23.68,33.11,89.24,124.3,11.83,0.3,1.48,2141.0
4115309,2010,20100702.0,10.12,17.98,15.17,16.65,24.07,13.41,18.15,11.66,84.25,0.36,96.36,0.06,0.3,0.01,0.29,2.21,3.38,1.34,2.07,4.11,5.63,2.4,3.25,0.86,0.85,0.91,17.11,22.96,33.16,89.31,119.43,11.29,0.3,1.46,3041.0
4115309,2011,20110702.0,10.07,18.35,15.43,17.02,24.25,14.03,18.58,11.9,83.5,0.46,96.36,0.08,0.34,0.01,0.34,2.12,3.19,1.27,2.04,3.88,5.46,2.11,3.16,0.84,0.82,0.88,17.48,23.82,33.12,90.23,123.98,11.82,0.32,1.58,3026.0
4115309,2012,20120701.5,11.725000000000001,19.695,14.27,16.965,25.990000000000002,14.1,19.59,10.99,77.22,0.305,96.33,0.09,0.37,0.01,0.35,2.12,3.36,1.165,2.12,3.8449999999999998,5.485,1.9649999999999999,3.31,0.7,0.69,0.73,17.66,24.275,33.175,91.94,126.185,12.015,0.3,1.495,1712.0
4115309,2013,20130702.0,11.15,18.53,14.52,16.46,24.66,13.55,18.56,11.23,79.69,0.3,96.36,0.08,0.34,0.01,0.32,2.18,3.4,1.26,2.09,4.07,5.61,2.16,3.34,0.75,0.73,0.78,17.58,23.65,33.13,90.7,121.49,11.93,0.31,1.55,3171.0
4115309,2014,20140702.0,10.45,19.3,15.8,17.44,24.7,14.63,19.36,12.27,81.94,0.39,96.39,0.08,0.33,0.01,0.32,2.26,3.41,1.35,2.02,4.24,5.7,2.55,3.21,0.78,0.77,0.8,16.84,23.42,33.17,88.28,123.27,11.69,0.3,1.52,2971.0
4115309,2015,20150702.0,10.41,20.06,16.01,18.18,25.41,15.46,20.03,12.39,81.75,0.79,96.38,0.09,0.35,0.01,0.34,2.12,3.27,1.17,2.08,3.91,5.46,2.15,3.21,0.73,0.72,0.76,16.26,23.47,33.12,85.13,120.84,11.05,0.28,1.44,2927.0
4115309,2016,20160701.5,9.74,18.58,15.145,16.85,24.08,13.455,18.745,11.690000000000001,84.345,0.445,96.44,0.08499999999999999,0.355,0.01,0.345,2.105,3.185,1.25,1.94,3.88,5.515,2.215,3.135,0.84,0.83,0.88,16.785,24.055,33.165,89.725,124.03999999999999,11.795,0.325,1.5550000000000002,2875.0
4115309,2017,20170702.0,10.39,19.23,15.74,17.48,24.81,14.47,19.3,12.15,83.12,0.53,96.41,0.09,0.35,0.01,0.34,2.23,3.42,1.32,2.1,4.09,5.52,2.35,3.04,0.8,0.79,0.84,17.16,23.43,33.11,89.15,120.09,11.72,0.29,1.46,3868.0
4115358,2004,20040701.5,11.41,22.295,17.05,19.255,27.895,16.77,22.335,12.665,78.44,0.18,96.38499999999999,0.09,0.365,0.01,0.35,2.145,3.25,1.275,2.0700000000000003,4.01,5.51,2.215,3.2800000000000002,0.78,0.75,0.74,18.67,23.45,33.739999999999995,96.05,120.07,12.385,0.33,1.56,2100.0
4115358,2005,20050702.0,11.7,22.89,16.95,20.08,28.6,17.8,22.85,12.63,75.12,0.2,96.37,0.09,0.38,0.01,0.37,2.24,3.41,1.28,2.1,4.13,5.75,2.35,3.19,0.72,0.71,0.7,17.82,22.67,33.73,92.26,118.7,11.57,0.3,1.49,2730.0
4115358,2006,20060702.0,12.41,22.67,17.03,19.79,28.72,17.3,22.6,12.7,70.38,0.16,96.34,0.09,0.4,0.01,0.39,2.04,3.12,1.1,2.05,3.7,5.34,1.91,3.3,0.66,0.67,0.67,18.25,23.55,33.71,94.81,121.41,12.38,0.34,1.7,2395.0
4115358,2007,20070702.0,11.33,23.71,16.99,20.16,28.77,17.87,23.6,12.63,77.06,0.13,96.37,0.09,0.34,0.01,0.33,2.18,3.3,1.32,2.03,3.98,5.62,2.27,3.11,0.71,0.71,0.7,17.29,22.46,33.66,90.51,116.45,11.69,0.3,1.46,3070.0
4115358,2008,20080701.5,11.6,22.015,16.665,19.255000000000003,28.05,16.725,21.785,12.42,74.94,0.18,96.34,0.08,0.34,0.01,0.32,2.09,3.1550000000000002,1.1949999999999998,2.0149999999999997,3.8499999999999996,5.52,1.97,3.4050000000000002,0.7,0.7,0.7,18.8,24.025,33.735,98.59,124.89500000000001,12.77,0.34,1.66,3093.0
