codigo_ibge,date,data,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,GWETTOP,GWETROOT,GWETPROF,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
4107009,2017,20170702.5,9.795,20.58,16.105,18.365000000000002,25.84,15.965,20.75,12.42,80.81,0.25,93.17,0.06,0.21,0.02,0.18,1.27,1.8050000000000002,0.695,1.12,2.95,4.1850000000000005,1.58,2.565,0.58,0.52,0.55,17.43,23.93,33.65,89.815,122.975,11.98,0.32,1.6150000000000002
4107009,2018,20180702.0,10.01,20.49,16.51,18.64,25.81,15.87,20.57,12.7,79.31,0.25,93.16,0.08,0.35,0.02,0.33,1.2,1.81,0.62,1.2,2.77,4.15,1.36,2.75,0.54,0.5,0.52,16.84,23.64,33.72,88.02,122.88,11.76,0.31,1.59
4107009,2019,20190702.0,10.8,21.76,16.03,19.52,27.03,17.01,21.82,12.33,75.12,0.23,93.15,0.07,0.25,0.02,0.23,1.22,1.84,0.62,1.22,2.83,4.18,1.35,2.85,0.5,0.48,0.49,16.95,23.3,33.67,88.7,123.24,11.7,0.32,1.66
4107009,2020,20200701.5,12.69,21.66,14.14,17.725,28.34,15.719999999999999,21.8,10.86,66.5,0.1,93.11,0.08,0.275,0.02,0.25,1.27,1.8849999999999998,0.64,1.27,2.895,4.39,1.33,2.97,0.44,0.44,0.45,19.0,23.255,33.735,98.205,120.775,12.77,0.36,1.8450000000000002
4107124,2017,20170702.5,9.42,20.925,16.93,18.93,25.695,16.295,21.060000000000002,12.88,83.88,0.42000000000000004,93.17,0.02,0.21,0.0,0.21,1.27,1.8050000000000002,0.695,1.12,2.95,4.1850000000000005,1.58,2.565,0.75,0.73,0.77,17.354999999999997,23.555,33.36,89.88499999999999,121.17500000000001,11.68,0.31,1.5950000000000002
4107124,2018,20180702.0,9.48,20.59,17.47,19.09,25.57,16.07,20.69,13.37,83.38,0.32,93.16,0.04,0.3,0.0,0.3,1.2,1.81,0.62,1.2,2.77,4.15,1.36,2.75,0.75,0.73,0.77,17.07,23.52,33.45,89.86,123.18,11.8,0.3,1.54
4107124,2019,20190702.0,9.78,21.71,17.2,19.86,26.72,17.3,21.81,13.12,80.31,0.37,93.15,0.03,0.23,0.0,0.23,1.22,1.84,0.62,1.22,2.83,4.18,1.35,2.85,0.72,0.7,0.73,16.79,23.36,33.4,87.48,123.98,11.59,0.3,1.51
4107124,2020,20200701.5,12.515,21.805,15.225000000000001,18.33,28.32,16.255,21.925,11.54,70.59,0.15,93.11,0.03,0.23,0.0,0.23,1.27,1.8849999999999998,0.64,1.27,2.895,4.39,1.33,2.97,0.67,0.66,0.7,18.950000000000003,23.240000000000002,33.45,99.275,120.11500000000001,12.765,0.35,1.79
4107157,2017,20170702.5,7.4,25.59,18.700000000000003,21.509999999999998,28.155,20.325,24.345,13.73,75.25,0.42,93.17,2.4,3.585,1.35,2.2,1.27,1.8050000000000002,0.695,1.12,2.95,4.1850000000000005,1.58,2.565,0.74,0.72,0.71,17.189999999999998,23.450000000000003,33.650000000000006,89.10499999999999,123.26,11.64,0.31,1.53
4107157,2018,20180702.0,6.81,25.58,19.15,21.98,27.76,20.92,24.29,14.22,73.88,0.28,93.16,2.24,3.25,1.19,2.02,1.2,1.81,0.62,1.2,2.77,4.15,1.36,2.75,0.73,0.72,0.71,17.3,23.36,33.72,91.11,122.09,11.87,0.31,1.57
4107157,2019,20190702.0,7.55,26.38,18.84,22.38,28.68,21.4,25.12,13.98,70.62,0.14,93.15,2.21,3.4,1.05,2.21,1.22,1.84,0.62,1.22,2.83,4.18,1.35,2.85,0.69,0.7,0.69,16.99,23.25,33.68,88.73,123.98,11.41,0.3,1.48
4107157,2020,20200701.5,9.09,26.674999999999997,17.17,21.244999999999997,29.555,20.51,25.195,12.51,65.94,0.04,93.11,2.225,3.34,1.025,2.29,1.27,1.8849999999999998,0.64,1.27,2.895,4.39,1.33,2.97,0.65,0.66,0.66,18.83,22.6,33.739999999999995,98.685,117.25,12.69,0.35,1.78
4107207,2017,20170702.5,9.7,21.91,17.495,19.495,26.445,17.045,21.71,13.18,82.06,0.29000000000000004,93.17,0.2,0.34,0.09,0.25,1.27,1.8050000000000002,0.695,1.12,2.95,4.1850000000000005,1.58,2.565,0.74,0.73,0.77,16.965,23.365000000000002,33.365,88.92500000000001,121.265,11.469999999999999,0.305,1.53
4107207,2018,20180702.0,9.41,21.65,18.22,19.98,26.43,16.98,21.44,13.73,81.56,0.4,93.16,0.2,0.42,0.09,0.33,1.2,1.81,0.62,1.2,2.77,4.15,1.36,2.75,0.75,0.73,0.77,17.24,23.26,33.45,90.98,122.2,11.86,0.3,1.45
4107207,2019,20190702.0,10.2,22.6,17.71,20.4,27.37,17.56,22.44,13.24,79.12,0.26,93.15,0.2,0.34,0.09,0.27,1.22,1.84,0.62,1.22,2.83,4.18,1.35,2.85,0.72,0.7,0.74,16.81,23.31,33.4,88.03,123.7,11.45,0.3,1.47
4107207,2020,20200701.5,12.254999999999999,22.59,15.629999999999999,18.965,28.740000000000002,16.65,22.310000000000002,11.72,71.69,0.12,93.11,0.215,0.43,0.07,0.355,1.27,1.8849999999999998,0.64,1.27,2.895,4.39,1.33,2.97,0.67,0.66,0.7,18.705,22.869999999999997,33.45,96.815,118.96000000000001,12.485,0.34,1.74
4107256,2017,20170702.5,11.8,23.145,18.54,20.595,29.895,17.94,23.174999999999997,13.79,79.845,0.22999999999999998,93.17,0.16,0.36,0.07,0.25,1.27,1.8050000000000002,0.695,1.12,2.95,4.1850000000000005,1.58,2.565,0.72,0.68,0.71,17.92,23.755000000000003,33.93,94.58,124.5,12.195,0.33,1.67
4107256,2018,20180702.0,11.48,22.97,18.68,20.94,29.62,17.95,22.96,13.98,79.12,0.14,93.16,0.18,0.45,0.07,0.36,1.2,1.81,0.62,1.2,2.77,4.15,1.36,2.75,0.73,0.7,0.72,17.93,23.79,33.99,95.24,123.35,12.46,0.33,1.66
4107256,2019,20190702.0,12.69,24.46,18.3,21.58,31.08,19.24,24.51,13.67,74.25,0.11,93.15,0.17,0.45,0.07,0.34,1.22,1.84,0.62,1.22,2.83,4.18,1.35,2.85,0.62,0.59,0.62,17.51,23.43,33.94,91.34,126.07,11.79,0.33,1.62
4107256,2020,20200701.5,14.48,23.83,16.475,20.175,31.755000000000003,17.625,24.005000000000003,12.15,67.875,0.04,93.11,0.22,0.53,0.08,0.44,1.27,1.8849999999999998,0.64,1.27,2.895,4.39,1.33,2.97,0.56,0.54,0.55,19.235,22.8,34.015,100.10499999999999,118.44,12.809999999999999,0.36,1.7850000000000001
4107306,2017,20170702.5,11.285,24.0,18.14,20.689999999999998,29.515,18.314999999999998,23.705,13.61,77.5,0.27,93.17,1.87,3.2,0.85,2.34,1.27,1.8050000000000002,0.695,1.12,2.95,4.1850000000000005,1.58,2.565,0.69,0.63,0.63,18.14,23.82,33.93,94.865,124.18,12.315,0.33,1.645
4107306,2018,20180702.0,11.41,23.95,17.97,20.94,29.81,18.15,23.58,13.37,75.38,0.15,93.16,1.68,3.12,0.72,2.38,1.2,1.81,0.62,1.2,2.77,4.15,1.36,2.75,0.68,0.62,0.62,18.1,23.59,33.99,97.05,123.35,12.49,0.33,1.62
4107306,2019,20190702.0,12.69,25.22,17.94,21.67,30.98,19.68,24.86,13.43,70.44,0.15,93.15,1.72,3.22,0.75,2.47,1.22,1.84,0.62,1.22,2.83,4.18,1.35,2.85,0.59,0.58,0.58,17.71,23.19,33.94,94.55,124.02,12.41,0.34,1.7
4107306,2020,20200701.5,14.285,25.509999999999998,16.005000000000003,20.08,31.835,18.175,24.795,11.78,62.97,0.045,93.11,1.77,3.26,0.76,2.545,1.27,1.8849999999999998,0.64,1.27,2.895,4.39,1.33,2.97,0.55,0.56,0.57,19.36,22.915,34.015,102.44,120.495,13.215,0.38,1.915
4107405,2017,20170702.5,10.79,20.08,16.634999999999998,18.425,25.945,15.185,20.200000000000003,12.63,83.09,0.325,93.17,0.09,0.35,0.01,0.34,1.27,1.8050000000000002,0.695,1.12,2.95,4.1850000000000005,1.58,2.565,0.8,0.79,0.84,16.965,23.365000000000002,33.365,88.92500000000001,121.265,11.469999999999999,0.305,1.53
4107405,2018,20180702.0,10.7,20.12,17.05,18.73,25.62,15.24,20.3,12.94,83.06,0.23,93.16,0.1,0.43,0.01,0.41,1.2,1.81,0.62,1.2,2.77,4.15,1.36,2.75,0.8,0.79,0.84,17.24,23.26,33.45,90.98,122.2,11.86,0.3,1.45
4107405,2019,20190702.0,11.3,20.69,16.77,18.93,26.69,15.63,20.9,12.76,81.0,0.19,93.15,0.09,0.37,0.01,0.35,1.22,1.84,0.62,1.22,2.83,4.18,1.35,2.85,0.76,0.74,0.8,16.81,23.31,33.4,88.03,123.7,11.45,0.3,1.47
4107405,2020,20200701.5,13.71,20.884999999999998,14.89,17.775,28.34,14.7,21.04,11.29,73.19,0.11,93.11,0.11,0.41,0.02,0.4,1.27,1.8849999999999998,0.64,1.27,2.895,4.39,1.33,2.97,0.68,0.67,0.71,18.705,22.869999999999997,33.45,96.815,118.96000000000001,12.485,0.34,1.74
4107504,2017,20170702.5,10.149999999999999,21.97,17.775,19.725,27.375,17.045,21.915,13.43,82.56,0.37,93.17,0.09,0.35,0.01,0.34,1.27,1.8050000000000002,0.695,1.12,2.95,4.1850000000000005,1.58,2.565,0.76,0.73,0.74,18.14,23.82,33.93,94.865,124.18,12.315,0.33,1.645
4107504,2018,20180702.0,10.33,21.81,18.02,19.99,27.55,17.08,21.83,13.67,80.56,0.28,93.16,0.1,0.43,0.01,0.41,1.2,1.81,0.62,1.2,2.77,4.15,1.36,2.75,0.73,0.71,0.72,18.1,23.59,33.99,97.05,123.35,12.49,0.33,1.62
4107504,2019,20190702.0,11.34,23.26,17.94,20.68,28.68,18.26,23.19,13.61,76.56,0.19,93.15,0.09,0.37,0.01,0.35,1.22,1.84,0.62,1.22,2.83,4.18,1.35,2.85,0.66,0.65,0.67,17.71,23.19,33.94,94.55,124.02,12.41,0.34,1.7
4107504,2020,20200701.5,13.344999999999999,23.490000000000002,15.705,19.244999999999997,29.94,16.895000000000003,23.15,11.78,68.345,0.05,93.11,0.11,0.41,0.02,0.4,1.27,1.8849999999999998,0.64,1.27,2.895,4.39,1.33,2.97,0.61,0.62,0.63,19.36,22.915,34.015,102.44,120.495,13.215,0.38,1.915
4107538,2017,20170702.5,8.184999999999999,25.564999999999998,18.9,21.41,28.395,19.865000000000002,24.255000000000003,13.98,75.97,0.36,93.17,0.09,0.35,0.01,0.34,1.27,1.8050000000000002,0.695,1.12,2.95,4.1850000000000005,1.58,2.565,0.72,0.71,0.7,17.189999999999998,23.450000000000003,33.650000000000006,89.10499999999999,123.26,11.64,0.31,1.53
4107538,2018,20180702.0,7.61,25.44,19.27,21.86,28.0,20.43,24.06,14.28,75.38,0.24,93.16,0.1,0.43,0.01,0.41,1.2,1.81,0.62,1.2,2.77,4.15,1.36,2.75,0.71,0.71,0.7,17.3,23.36,33.72,91.11,122.09,11.87,0.31,1.57
4107538,2019,20190702.0,8.3,26.36,18.81,22.26,28.97,21.07,25.11,13.92,71.56,0.16,93.15,0.09,0.37,0.01,0.35,1.22,1.84,0.62,1.22,2.83,4.18,1.35,2.85,0.68,0.68,0.68,16.99,23.25,33.68,88.73,123.98,11.41,0.3,1.48
4107538,2020,20200701.5,10.125,26.509999999999998,17.235,21.255,29.98,20.185000000000002,25.185000000000002,12.635,66.09,0.03,93.11,0.11,0.41,0.02,0.4,1.27,1.8849999999999998,0.64,1.27,2.895,4.39,1.33,2.97,0.63,0.66,0.65,18.83,22.6,33.739999999999995,98.685,117.25,12.69,0.35,1.78
4107546,2017,20170702.5,9.7,21.91,17.495,19.495,26.445,17.045,21.71,13.18,82.06,0.29000000000000004,93.17,0.09,0.35,0.01,0.34,1.27,1.8050000000000002,0.695,1.12,2.95,4.1850000000000005,1.58,2.565,0.74,0.73,0.77,17.354999999999997,23.555,33.36,89.88499999999999,121.17500000000001,11.68,0.31,1.5950000000000002
4107546,2018,20180702.0,9.41,21.65,18.22,19.98,26.43,16.98,21.44,13.73,81.56,0.4,93.16,0.1,0.43,0.01,0.41,1.2,1.81,0.62,1.2,2.77,4.15,1.36,2.75,0.75,0.73,0.77,17.07,23.52,33.45,89.86,123.18,11.8,0.3,1.54
4107546,2019,20190702.0,10.2,22.6,17.71,20.4,27.37,17.56,22.44,13.24,79.12,0.26,93.15,0.09,0.37,0.01,0.35,1.22,1.84,0.62,1.22,2.83,4.18,1.35,2.85,0.72,0.7,0.74,16.79,23.36,33.4,87.48,123.98,11.59,0.3,1.51
4107546,2020,20200701.5,12.254999999999999,22.59,15.629999999999999,18.965,28.740000000000002,16.65,22.310000000000002,11.72,71.69,0.12,93.11,0.11,0.41,0.02,0.4,1.27,1.8849999999999998,0.64,1.27,2.895,4.39,1.33,2.97,0.67,0.66,0.7,18.950000000000003,23.240000000000002,33.45,99.275,120.11500000000001,12.765,0.35,1.79
4107553,2017,20170702.5,10.149999999999999,21.97,17.775,19.725,27.375,17.045,21.915,13.43,82.56,0.37,93.17,0.09,0.35,0.01,0.34,1.27,1.8050000000000002,0.695,1.12,2.95,4.1850000000000005,1.58,2.565,0.76,0.73,0.74,17.53,23.799999999999997,33.655,90.56,123.41999999999999,11.870000000000001,0.32,1.565
4107553,2018,20180702.0,10.33,21.81,18.02,19.99,27.55,17.08,21.83,13.67,80.56,0.28,93.16,0.1,0.43,0.01,0.41,1.2,1.81,0.62,1.2,2.77,4.15,1.36,2.75,0.73,0.71,0.72,17.28,23.61,33.72,91.26,122.28,12.0,0.31,1.59
4107553,2019,20190702.0,11.34,23.26,17.94,20.68,28.68,18.26,23.19,13.61,76.56,0.19,93.15,0.09,0.37,0.01,0.35,1.22,1.84,0.62,1.22,2.83,4.18,1.35,2.85,0.66,0.65,0.67,17.04,23.24,33.67,90.66,123.21,11.67,0.31,1.59
4107553,2020,20200701.5,13.344999999999999,23.490000000000002,15.705,19.244999999999997,29.94,16.895000000000003,23.15,11.78,68.345,0.05,93.11,0.11,0.41,0.02,0.4,1.27,1.8849999999999998,0.64,1.27,2.895,4.39,1.33,2.97,0.61,0.62,0.63,19.1,22.845,33.739999999999995,98.61,119.36500000000001,12.75,0.36,1.77
4107603,2017,20170702.5,10.149999999999999,21.97,17.775,19.725,27.375,17.045,21.915,13.43,82.56,0.37,93.17,0.09,0.35,0.01,0.34,1.27,1.8050000000000002,0.695,1.12,2.95,4.1850000000000005,1.58,2.565,0.68,0.64,0.65,17.585,23.85,33.655,90.225,122.84,11.975,0.32,1.59
4107603,2018,20180702.0,10.33,21.81,18.02,19.99,27.55,17.08,21.83,13.67,80.56,0.28,93.16,0.1,0.43,0.01,0.41,1.2,1.81,0.62,1.2,2.77,4.15,1.36,2.75,0.62,0.6,0.61,17.24,23.56,33.72,90.67,122.79,12.06,0.32,1.51
4107603,2019,20190702.0,11.34,23.26,17.94,20.68,28.68,18.26,23.19,13.61,76.56,0.19,93.15,0.09,0.37,0.01,0.35,1.22,1.84,0.62,1.22,2.83,4.18,1.35,2.85,0.59,0.57,0.58,17.22,23.22,33.67,90.7,123.08,11.94,0.32,1.62
4107603,2020,20200701.5,13.344999999999999,23.490000000000002,15.705,19.244999999999997,29.94,16.895000000000003,23.15,11.78,68.345,0.05,93.11,0.11,0.41,0.02,0.4,1.27,1.8849999999999998,0.64,1.27,2.895,4.39,1.33,2.97,0.52,0.53,0.54,19.240000000000002,23.175,33.735,100.965,120.71000000000001,13.035,0.36,1.84
4107652,2017,20170702.5,10.149999999999999,21.97,17.775,19.725,27.375,17.045,21.915,13.43,82.56,0.37,93.17,0.09,0.35,0.01,0.34,1.27,1.8050000000000002,0.695,1.12,2.95,4.1850000000000005,1.58,2.565,0.7,0.59,0.61,15.27,23.59,33.36,79.52000000000001,122.59,10.77,0.3,1.5150000000000001
4107652,2018,20180702.0,10.33,21.81,18.02,19.99,27.55,17.08,21.83,13.67,80.56,0.28,93.16,0.1,0.43,0.01,0.41,1.2,1.81,0.62,1.2,2.77,4.15,1.36,2.75,0.67,0.57,0.59,15.55,23.65,33.44,81.37,123.12,11.11,0.29,1.48
4107652,2019,20190702.0,11.34,23.26,17.94,20.68,28.68,18.26,23.19,13.61,76.56,0.19,93.15,0.09,0.37,0.01,0.35,1.22,1.84,0.62,1.22,2.83,4.18,1.35,2.85,0.68,0.57,0.59,15.22,23.52,33.39,80.17,124.2,10.75,0.29,1.49
4107652,2020,20200701.5,13.344999999999999,23.490000000000002,15.705,19.244999999999997,29.94,16.895000000000003,23.15,11.78,68.345,0.05,93.11,0.11,0.41,0.02,0.4,1.27,1.8849999999999998,0.64,1.27,2.895,4.39,1.33,2.97,0.6,0.52,0.54,17.275,23.085,33.45,90.19999999999999,119.555,11.45,0.33,1.665
4107702,2017,20170702.5,10.149999999999999,21.97,17.775,19.725,27.375,17.045,21.915,13.43,82.56,0.37,93.17,0.09,0.35,0.01,0.34,1.27,1.8050000000000002,0.695,1.12,2.95,4.1850000000000005,1.58,2.565,0.76,0.73,0.73,18.16,23.975,33.93,94.865,124.295,12.575,0.34,1.69
4107702,2018,20180702.0,10.33,21.81,18.02,19.99,27.55,17.08,21.83,13.67,80.56,0.28,93.16,0.1,0.43,0.01,0.41,1.2,1.81,0.62,1.2,2.77,4.15,1.36,2.75,0.73,0.7,0.71,17.64,23.7,33.99,93.34,124.05,12.48,0.33,1.63
4107702,2019,20190702.0,11.34,23.26,17.94,20.68,28.68,18.26,23.19,13.61,76.56,0.19,93.15,0.09,0.37,0.01,0.35,1.22,1.84,0.62,1.22,2.83,4.18,1.35,2.85,0.7,0.68,0.69,17.75,23.26,33.94,93.71,124.18,12.33,0.34,1.67
4107702,2020,20200701.5,13.344999999999999,23.490000000000002,15.705,19.244999999999997,29.94,16.895000000000003,23.15,11.78,68.345,0.05,93.11,0.11,0.41,0.02,0.4,1.27,1.8849999999999998,0.64,1.27,2.895,4.39,1.33,2.97,0.63,0.65,0.66,19.64,23.28,34.015,103.45,122.735,13.370000000000001,0.38,1.9449999999999998
4107736,2017,20170702.5,10.149999999999999,21.97,17.775,19.725,27.375,17.045,21.915,13.43,82.56,0.37,93.17,0.09,0.35,0.01,0.34,1.27,1.8050000000000002,0.695,1.12,2.95,4.1850000000000005,1.58,2.565,0.68,0.63,0.67,15.65,23.61,33.36,82.47,121.235,10.945,0.3,1.4649999999999999
4107736,2018,20180702.0,10.33,21.81,18.02,19.99,27.55,17.08,21.83,13.67,80.56,0.28,93.16,0.1,0.43,0.01,0.41,1.2,1.81,0.62,1.2,2.77,4.15,1.36,2.75,0.66,0.61,0.65,15.74,23.53,33.45,82.71,122.5,11.01,0.29,1.45
4107736,2019,20190702.0,11.34,23.26,17.94,20.68,28.68,18.26,23.19,13.61,76.56,0.19,93.15,0.09,0.37,0.01,0.35,1.22,1.84,0.62,1.22,2.83,4.18,1.35,2.85,0.62,0.57,0.59,15.55,23.46,33.4,81.37,123.12,10.92,0.29,1.45
4107736,2020,20200701.5,13.344999999999999,23.490000000000002,15.705,19.244999999999997,29.94,16.895000000000003,23.15,11.78,68.345,0.05,93.11,0.11,0.41,0.02,0.4,1.27,1.8849999999999998,0.64,1.27,2.895,4.39,1.33,2.97,0.58,0.54,0.57,17.5,22.965,33.45,91.39,118.945,11.915,0.325,1.59
4107751,2017,20170702.5,10.149999999999999,21.97,17.775,19.725,27.375,17.045,21.915,13.43,82.56,0.37,93.17,0.09,0.35,0.01,0.34,1.27,1.8050000000000002,0.695,1.12,2.95,4.1850000000000005,1.58,2.565,0.58,0.52,0.55,18.02,24.04,33.93,95.02000000000001,124.45500000000001,12.515,0.34,1.705
4107751,2018,20180702.0,10.33,21.81,18.02,19.99,27.55,17.08,21.83,13.67,80.56,0.28,93.16,0.1,0.43,0.01,0.41,1.2,1.81,0.62,1.2,2.77,4.15,1.36,2.75,0.54,0.5,0.52,17.64,23.68,33.99,94.33,124.1,12.38,0.33,1.64
4107751,2019,20190702.0,11.34,23.26,17.94,20.68,28.68,18.26,23.19,13.61,76.56,0.19,93.15,0.09,0.37,0.01,0.35,1.22,1.84,0.62,1.22,2.83,4.18,1.35,2.85,0.5,0.48,0.49,17.92,23.33,33.94,94.09,124.29,12.27,0.34,1.73
4107751,2020,20200701.5,13.344999999999999,23.490000000000002,15.705,19.244999999999997,29.94,16.895000000000003,23.15,11.78,68.345,0.05,93.11,0.11,0.41,0.02,0.4,1.27,1.8849999999999998,0.64,1.27,2.895,4.39,1.33,2.97,0.44,0.44,0.45,19.494999999999997,23.31,34.015,101.78,122.065,13.274999999999999,0.38,1.9449999999999998
4107801,2017,20170702.5,10.149999999999999,21.97,17.775,19.725,27.375,17.045,21.915,13.43,82.56,0.37,93.17,0.09,0.35,0.01,0.34,1.27,1.8050000000000002,0.695,1.12,2.95,4.1850000000000005,1.58,2.565,0.8,0.79,0.84,16.86,23.21,33.06,87.95,120.05,11.54,0.295,1.4249999999999998
4107801,2018,20180702.0,10.33,21.81,18.02,19.99,27.55,17.08,21.83,13.67,80.56,0.28,93.16,0.1,0.43,0.01,0.41,1.2,1.81,0.62,1.2,2.77,4.15,1.36,2.75,0.8,0.78,0.84,16.53,23.05,33.15,86.9,121.03,11.41,0.29,1.35
4107801,2019,20190702.0,11.34,23.26,17.94,20.68,28.68,18.26,23.19,13.61,76.56,0.19,93.15,0.09,0.37,0.01,0.35,1.22,1.84,0.62,1.22,2.83,4.18,1.35,2.85,0.77,0.74,0.8,16.43,23.24,33.11,86.96,122.91,11.18,0.28,1.38
4107801,2020,20200701.5,13.344999999999999,23.490000000000002,15.705,19.244999999999997,29.94,16.895000000000003,23.15,11.78,68.345,0.05,93.11,0.11,0.41,0.02,0.4,1.27,1.8849999999999998,0.64,1.27,2.895,4.39,1.33,2.97,0.66,0.66,0.7,18.77,22.78,33.155,98.03,117.305,12.51,0.33,1.645
4107850,2017,20170702.5,10.149999999999999,21.97,17.775,19.725,27.375,17.045,21.915,13.43,82.56,0.37,93.17,0.09,0.35,0.01,0.34,1.27,1.8050000000000002,0.695,1.12,2.95,4.1850000000000005,1.58,2.565,0.8,0.79,0.84,16.86,23.21,33.06,87.95,120.05,11.54,0.295,1.4249999999999998
4107850,2018,20180702.0,10.33,21.81,18.02,19.99,27.55,17.08,21.83,13.67,80.56,0.28,93.16,0.1,0.43,0.01,0.41,1.2,1.81,0.62,1.2,2.77,4.15,1.36,2.75,0.8,0.78,0.84,16.53,23.05,33.15,86.9,121.03,11.41,0.29,1.35
4107850,2019,20190702.0,11.34,23.26,17.94,20.68,28.68,18.26,23.19,13.61,76.56,0.19,93.15,0.09,0.37,0.01,0.35,1.22,1.84,0.62,1.22,2.83,4.18,1.35,2.85,0.77,0.74,0.8,16.43,23.24,33.11,86.96,122.91,11.18,0.28,1.38
4107850,2020,20200701.5,13.344999999999999,23.490000000000002,15.705,19.244999999999997,29.94,16.895000000000003,23.15,11.78,68.345,0.05,93.11,0.11,0.41,0.02,0.4,1.27,1.8849999999999998,0.64,1.27,2.895,4.39,1.33,2.97,0.66,0.66,0.7,18.77,22.78,33.155,98.03,117.305,12.51,0.33,1.645
4107900,2017,20170702.5,10.149999999999999,21.97,17.775,19.725,27.375,17.045,21.915,13.43,82.56,0.37,93.17,0.09,0.35,0.01,0.34,1.27,1.8050000000000002,0.695,1.12,2.95,4.1850000000000005,1.58,2.565,0.8,0.79,0.84,16.86,23.21,33.06,87.95,120.05,11.54,0.295,1.4249999999999998
4107900,2018,20180702.0,10.33,21.81,18.02,19.99,27.55,17.08,21.83,13.67,80.56,0.28,93.16,0.1,0.43,0.01,0.41,1.2,1.81,0.62,1.2,2.77,4.15,1.36,2.75,0.8,0.78,0.84,16.53,23.05,33.15,86.9,121.03,11.41,0.29,1.35
4107900,2019,20190702.0,11.34,23.26,17.94,20.68,28.68,18.26,23.19,13.61,76.56,0.19,93.15,0.09,0.37,0.01,0.35,1.22,1.84,0.62,1.22,2.83,4.18,1.35,2.85,0.77,0.74,0.8,16.43,23.24,33.11,86.96,122.91,11.18,0.28,1.38
4107900,2020,20200701.5,13.344999999999999,23.490000000000002,15.705,19.244999999999997,29.94,16.895000000000003,23.15,11.78,68.345,0.05,93.11,0.11,0.41,0.02,0.4,1.27,1.8849999999999998,0.64,1.27,2.895,4.39,1.33,2.97,0.66,0.66,0.7,18.77,22.78,33.155,98.03,117.305,12.51,0.33,1.645
4108007,2017,20170702.5,10.149999999999999,21.97,17.775,19.725,27.375,17.045,21.915,13.43,82.56,0.37,93.17,0.09,0.35,0.01,0.34,1.27,1.8050000000000002,0.695,1.12,2.95,4.1850000000000005,1.58,2.565,0.8,0.79,0.84,16.86,23.21,33.06,87.95,120.05,11.54,0.295,1.4249999999999998
4108007,2018,20180702.0,10.33,21.81,18.02,19.99,27.55,17.08,21.83,13.67,80.56,0.28,93.16,0.1,0.43,0.01,0.41,1.2,1.81,0.62,1.2,2.77,4.15,1.36,2.75,0.8,0.78,0.84,16.53,23.05,33.15,86.9,121.03,11.41,0.29,1.35
4108007,2019,20190702.0,11.34,23.26,17.94,20.68,28.68,18.26,23.19,13.61,76.56,0.19,93.15,0.09,0.37,0.01,0.35,1.22,1.84,0.62,1.22,2.83,4.18,1.35,2.85,0.77,0.74,0.8,16.43,23.24,33.11,86.96,122.91,11.18,0.28,1.38
4108007,2020,20200701.5,13.344999999999999,23.490000000000002,15.705,19.244999999999997,29.94,16.895000000000003,23.15,11.78,68.345,0.05,93.11,0.11,0.41,0.02,0.4,1.27,1.8849999999999998,0.64,1.27,2.895,4.39,1.33,2.97,0.66,0.66,0.7,18.77,22.78,33.155,98.03,117.305,12.51,0.33,1.645
4108106,2017,20170702.5,10.149999999999999,21.97,17.775,19.725,27.375,17.045,21.915,13.43,82.56,0.37,93.17,0.09,0.35,0.01,0.34,1.27,1.8050000000000002,0.695,1.12,2.95,4.1850000000000005,1.58,2.565,0.8,0.79,0.84,16.86,23.21,33.06,87.95,120.05,11.54,0.295,1.4249999999999998
4108106,2018,20180702.0,10.33,21.81,18.02,19.99,27.55,17.08,21.83,13.67,80.56,0.28,93.16,0.1,0.43,0.01,0.41,1.2,1.81,0.62,1.2,2.77,4.15,1.36,2.75,0.8,0.78,0.84,16.53,23.05,33.15,86.9,121.03,11.41,0.29,1.35
4108106,2019,20190702.0,11.34,23.26,17.94,20.68,28.68,18.26,23.19,13.61,76.56,0.19,93.15,0.09,0.37,0.01,0.35,1.22,1.84,0.62,1.22,2.83,4.18,1.35,2.85,0.77,0.74,0.8,16.43,23.24,33.11,86.96,122.91,11.18,0.28,1.38
4108106,2020,20200701.5,13.344999999999999,23.490000000000002,15.705,19.244999999999997,29.94,16.895000000000003,23.15,11.78,68.345,0.05,93.11,0.11,0.41,0.02,0.4,1.27,1.8849999999999998,0.64,1.27,2.895,4.39,1.33,2.97,0.66,0.66,0.7,18.77,22.78,33.155,98.03,117.305,12.51,0.33,1.645
4108205,2017,20170702.5,10.149999999999999,21.97,17.775,19.725,27.375,17.045,21.915,13.43,82.56,0.37,93.17,0.09,0.35,0.01,0.34,1.27,1.8050000000000002,0.695,1.12,2.95,4.1850000000000005,1.58,2.565,0.8,0.79,0.84,16.86,23.21,33.06,87.95,120.05,11.54,0.295,1.4249999999999998
